filename
171018-01-bottom-experiment
171018-01-bottom-acclimate
171018-02-bottom-experiment
171018-02-top-acclimate
171018-03-bottom-acclimate
171019-03-top-experiment
171019-03-top-acclimate
171019-03-bottom-experiment
171019-03-bottom-acclimate
171019-02-top-experiment
171019-01-bottom-acclimate
171018-04-bottom-acclimate
171018-03-bottom-experiment
171018-01-top-experiment
171019-05-bottom-acclimate
171019-04-top-experiment
171019-04-bottom-acclimate
180313-08-bottom-acclimate
180222-03-bottom-experiment
180222-03-bottom-acclimate
180112-09-bottom-experiment
180112-07-top-acclimate
180112-05-top-experiment
171215-10-top-experiment
171215-10-top-acclimate
171215-09-top-experiment
171214-08-top-acclimate
171130-07-top-acclimate
171129-03-top-acclimate
171129-02-top-experiment
171129-01-top-experiment
171129-01-top-acclimate
171116-06-top-experiment
171116-01-bottom-acclimate
171102-03-bottom-acclimate
171101-04-bottom-acclimate
171101-02-bottom-acclimate
171025-04-top-experiment
171025-02-bottom-experiment
171019-07-bottom-acclimate
171019-01-top-acclimate
180313-02-bottom-acclimate
180313-01-bottom-experiment
180222-08-top-acclimate
180222-07-top-acclimate
171218-07-bottom-experiment
171218-06-top-acclimate
171218-05-bottom-experiment
171218-01-bottom-experiment
171214-07-bottom-experiment
171130-06-top-acclimate
171130-05-bottom-acclimate
171130-04-bottom-acclimate
171116-08-bottom-experiment
171116-01-top-experiment
171116-01-bottom-experiment
171102-03-top-experiment
171102-01-top-experiment
171101-01-top-experiment
171025-02-bottom-acclimate
171025-01-bottom-acclimate
171019-07-top-acclimate
171019-06-bottom-acclimate
171018-02-bottom-acclimate
180313-07-bottom-acclimate
180313-06-bottom-experiment
180313-05-top-acclimate
180313-01-bottom-experiment
180312-09-bottom-experiment
180312-09-bottom-acclimate
180312-03-top-acclimate
180222-07-bottom-experiment
180222-04-top-acclimate
180222-04-bottom-experiment
180222-03-top-acclimate
180112-06-top-acclimate
180112-04-bottom-experiment
171218-09-top-acclimate
171218-07-top-acclimate
171218-06-bottom-experiment
171215-10-top-experiment
171214-10-top-experiment
171214-10-bottom-experiment
171214-07-top-acclimate
171214-06-top-experiment
171130-08-bottom-experiment
171130-06-top-experiment
171130-05-top-acclimate
171129-05-top-acclimate
171129-02-bottom-experiment
171116-05-top-experiment
171116-03-bottom-acclimate
171116-02-top-experiment
171108-04-top-experiment
171108-04-top-acclimate
171108-03-top-acclimate
171102-02-bottom-acclimate
171101-03-top-experiment
171101-02-top-acclimate
171025-02-top-experiment
171025-01-bottom-experiment
171019-08-bottom-acclimate
171019-06-bottom-experiment
171019-01-top-acclimate
180313-08-top-acclimate
180313-08-bottom-experiment
180313-03-top-experiment
180312-08-top-acclimate
180312-07-bottom-acclimate
180312-06-bottom-experiment
180312-04-bottom-experiment
180222-08-bottom-acclimate
180222-05-top-experiment
180222-02-top-acclimate
180222-01-bottom-experiment
180112-08-top-experiment
180112-05-bottom-acclimate
171218-09-top-experiment
171218-09-top-acclimate
171218-09-bottom-acclimate
171218-07-top-experiment
171218-02-bottom-acclimate
171214-10-top-acclimate
171214-09-top-experiment
171214-09-top-acclimate
171214-03-top-experiment
171130-04-top-acclimate
171130-01-top-acclimate
171129-02-top-acclimate
171116-09-top-acclimate
171116-06-bottom-experiment
171116-06-bottom-acclimate
171116-02-top-acclimate
171108-03-top-experiment
171108-02-top-experiment
171102-02-top-experiment
171102-02-bottom-experiment
171102-01-bottom-acclimate
171101-02-bottom-experiment
171019-07-bottom-experiment
